"x"
"0,210,11,15,8,120,11,15,2,20,1,10,7,60,3,180,7,120,11,7,10,15,11,7,2,30,5,15,7,286,10,60,0,270"
"0,280,1,20,2,5,11,35,4,20,4,390,10,5,11,40,2,20,7,120,7,60,7,145,0,300"
"0,240,2,45,6,375,2,60,11,30,7,30,0,150,11,20,7,10,4,300,11,20,1,30,0,130"
"0,210,5,15,7,75,5,15,2,45,5,60,8,120,7,270,1,40,5,20,2,30,7,60,7,30,7,150,0,300"
"0,180,5,60,2,60,3,240,7,45,3,75,5,120,5,30,2,30,7,180,1,30,7,5,0,385"
"0,150,2,150,11,45,4,240,7,24,4,240,7,24,4,267,11,45,7,60,0,195"
"11,1,8,120,5,30,2,30,5,30,5,90,1,60,7,120,4,300,5,30,2,30,11,15,4,164,11,15,7,120,1,15,7,165,0,105"
"0,150,5,10,2,20,7,60,1,15,5,120,10,2,11,3,8,220,1,1,11,120,7,1,6,90,2,20,7,98,1,15,7,120,0,315,7,6,0,54"
"0,240,5,3,7,87,5,2,7,208,5,5,2,15,7,280,5,10,2,20,7,150,0,420"
"0,360,5,5,2,15,5,60,8,30,2,30,8,30,5,30,7,100,6,15,5,30,2,15,7,240,7,180,0,300"
"0,270,2,10,5,1,2,5,5,30,5,15,1,30,10,120,1,5,11,1,10,75,10,10,5,15,7,210,11,10,10,20,11,10,2,15,6,120,1,30,7,48,0,390"
"0,300,2,15,5,10,7,155,5,60,7,120,11,20,10,20,11,20,7,60,2,15,5,15,7,240,1,10,0,380"
"0,90,5,5,2,15,1,5,1,30,1,50,11,25,10,20,10,30,11,20,10,30,11,10,5,10,5,10,7,15,7,90,5,40,10,45,2,15,0,30,7,90,7,75,2,15,10,10,2,185,7,15,7,45,0,420"
"6,40,6,15,0,120,6,40,5,15,6,5,5,30,5,5,2,25,6,20,6,40,10,120,7,30,2,25,6,40,2,15,10,5,5,15,5,5,2,5,6,20,7,90,6,90,1,40,7,75,2,75,6,15,6,30,0,180,6,15,6,45,0,90,6,20,6,10,0,30"
"0,150,1,30,5,30,10,90,10,60,2,90,6,60,7,120,11,30,10,120,11,40,5,60,5,60,2,60,1,60,7,30,10,20,5,20,0,310"
"0,150,1,10,7,200,11,10,5,7,11,10,5,10,11,15,10,45,11,5,7,78,5,10,7,620,0,270"
"0,240,2,60,7,60,11,10,10,60,11,10,5,240,8,60,5,15,2,30,1,30,7,385,0,240"
"0,60,7,30,1,15,11,10,7,20,11,30,1,8,4,127,7,15,4,195,0,30,4,120,11,20,10,10,11,30,10,10,11,5,2,10,7,420,0,275"
"0,240,5,60,5,30,6,20,11,5,7,90,11,5,7,160,2,20,1,75,7,90,11,15,7,120,7,90,7,165,2,15,11,15,1,15,0,210"
"0,180,2,30,7,120,1,60,11,10,7,230,11,10,10,5,11,10,7,60,10,15,7,90,2,60,7,20,1,60,7,180,0,300"
"0,240,5,5,1,30,2,20,5,120,10,30,7,35,5,45,5,150,5,30,4,30,5,60,11,5,10,45,11,5,5,10,5,45,2,20,7,90,5,20,7,60,0,345"
"0,180,2,30,6,120,9,60,6,60,5,30,2,45,7,120,0,150,6,45,5,60,2,45,5,30,7,15,6,15,7,120,0,315"
"0,240,2,60,11,35,4,205,2,40,4,260,11,15,10,15,11,30,1,15,6,120,6,15,7,150,0,240"
"0,180,2,60,7,120,10,60,10,120,2,60,7,150,7,60,7,75,5,30,2,30,7,75,7,2,10,60,5,30,5,60,10,30,0,238"
"7,15,0,405,5,10,2,10,7,120,7,120,10,15,8,15,7,180,7,550"
"0,210,9,30,1,30,5,10,2,30,5,5,8,40,7,60,11,15,6,80,11,15,2,30,6,60,6,60,7,45,3,90,5,45,2,30,7,15,7,90,10,45,7,75,7,30,1,15,0,285"
"0,300,5,30,2,30,5,60,5,60,5,60,11,20,5,2,11,20,5,60,2,30,5,30,7,288,0,450"
"0,330,1,30,1,30,5,60,5,30,5,20,2,10,5,60,5,30,5,45,2,15,5,60,8,60,7,15,5,30,0,75,7,105,1,15,5,45,5,165,0,210"
"0,60,0,240,5,15,2,20,7,595,1,60,7,150,0,300"
"0,180,7,120,1,60,2,20,0,220,1,60,7,20,11,15,4,240,11,15,7,250,0,180,7,60"
"0,60,0,20,7,60,7,60,1,60,7,60,5,60,7,120,7,120,7,30,10,60,5,90,2,60,5,30,7,30,7,120,1,30,7,20,1,1,0,10,0,339"
"0,210,7,90,5,180,2,30,7,570,0,360"
"0,180,2,30,7,90,1,30,4,75,6,30,2,15,4,240,5,15,4,165,5,20,2,30,5,20,1,20,7,30,1,30,7,30,0,390"
"0,180,1,30,2,30,7,285,11,30,7,25,11,24,11,75,11,2,1,10,7,20,10,10,7,89,11,2,11,282,11,31,11,20,11,15,5,15,5,3,7,20,0,242"
"0,210,2,5,1,1,7,15,7,189,2,5,7,115,7,5,7,295,2,5,7,355,0,240"
"0,300,2,20,1,30,10,40,2,60,7,195,11,15,10,60,11,5,6,30,11,15,7,40,2,30,7,45,1,45,0,510"
"0,180,7,120,2,30,4,15,7,120,6,75,11,10,2,30,7,40,11,10,7,30,8,60,7,30,5,30,2,60,6,15,11,45,6,60,7,60,6,60,11,40,1,15,0,185,0,60,0,60"
"0,150,2,30,7,150,2,30,5,60,7,30,5,30,5,30,7,150,7,75,9,30,2,45,7,180,0,165,0,285"
"0,240,5,30,2,30,7,90,11,15,8,60,11,15,7,60,5,60,7,60,11,30,7,30,7,210,11,30,5,30,2,30,7,90,0,330"
"0,300,2,120,1,45,5,60,2,30,5,60,7,120,0,60,7,165,11,20,7,120,11,20,7,20,0,300"
"0,300,5,150,5,45,2,30,7,150,1,60,10,60,0,150,1,15,5,60,2,45,7,75,0,300"
"0,540,5,10,2,10,7,40,5,60,7,30,5,30,7,30,5,30,7,30,5,30,7,30,5,60,2,30,7,60,8,40,1,60,2,15,7,60,7,245"
"0,60,9,40,2,15,1,20,10,105,11,15,6,150,11,10,10,20,11,5,10,10,11,10,2,30,7,50,0,150,7,270,2,45,7,105,1,30,10,10,0,290"
"0,120,5,5,2,30,7,295,5,5,2,15,7,300,1,10,5,15,2,15,7,330,0,300"
"0,180,5,10,2,75,9,65,7,120,6,90,2,20,10,210,0,60,5,60,5,5,5,2,7,10,7,15,6,173,0,345"
"0,270,6,30,7,120,5,10,5,15,7,50,7,105,6,45,7,105,11,30,10,90,11,20,2,60,11,30,6,30,6,10,7,60,0,360"
"0,180,10,30,5,15,5,30,10,60,3,90,2,2,5,30,6,120,3,120,5,43,5,9,8,45,5,15,5,1,2,30,7,260,3,30,0,330"
"0,150,5,30,4,150,6,30,5,30,1,20,11,20,6,140,4,130,11,20,2,60,4,60,0,20,7,90,9,10,9,45,5,15,5,20,0,400"
"0,120,7,180,2,180,7,600,0,360"
"0,210,1,20,2,60,6,60,5,30,6,100,5,30,2,60,7,120,7,180,2,45,7,165,1,60,0,300"
"0,150,1,30,5,10,5,10,6,2,6,15,6,5,6,2,1,5,11,15,6,10,11,15,4,451,11,15,6,5,11,15,1,25,6,30,6,5,1,30,11,10,6,10,5,10,5,15,5,10,2,20,5,10,6,30,5,20,6,20,1,10,7,70,6,15,1,10,7,30,0,305"
"0,90,9,25,9,4,9,40,10,15,5,20,2,25,1,60,5,30,10,20,7,60,5,60,7,120,0,91,5,15,2,20,10,20,5,60,10,10,10,15,8,20,10,10,7,70,10,120,0,420"
"0,330,1,15,11,5,6,1,11,3,6,3,11,5,10,20,11,3,6,10,11,5,6,1,11,3,5,30,7,180,2,60,7,407,0,359"
"0,180,4,270,5,60,2,30,5,15,8,15,1,60,7,15,11,65,1,10,4,270,2,20,7,5,7,5,7,30,4,150,11,95,5,5,1,10,6,5,9,10,0,115"
"0,450,2,120,7,180,7,300,0,390"
"0,240,7,60,5,30,1,30,2,30,11,20,10,15,11,5,10,60,11,10,2,60,11,20,5,20,4,180,7,90,5,30,2,30,5,30,7,120,5,15,1,15,0,330"
"0,90,7,210,11,5,10,45,11,5,1,5,8,62,2,30,7,148,7,20,11,5,10,35,11,5,7,70,2,15,7,240,7,30,0,420"
"0,240,5,60,7,180,1,40,11,20,4,90,11,10,10,10,11,10,2,30,4,150,11,20,7,220,7,60,0,300"
"0,100,9,15,1,60,5,15,2,15,5,5,5,30,11,40,11,15,4,5,4,300,2,30,4,150,11,15,11,40,1,5,11,15,6,10,11,15,1,30,11,30,9,80,11,30,5,15,2,60,7,15,1,5,9,10,0,285"
"0,210,6,30,5,30,2,20,6,40,7,120,6,30,6,15,8,45,5,20,1,20,2,30,5,20,10,30,6,15,8,60,6,45,10,75,6,30,6,30,2,30,5,20,6,15,6,5,5,10,10,60,7,60,1,25,7,60,0,240"
"0,240,2,60,5,60,6,120,1,20,6,40,11,30,6,45,10,75,11,30,6,60,11,15,10,7,10,7,11,15,5,10,5,45,2,51,6,30,5,15,1,15,7,15,10,60,0,375"
"0,120,9,45,9,20,10,30,2,10,5,30,7,105,7,180,10,60,5,60,9,5,2,45,5,30,5,60,7,120,2,30,5,10,0,480"
"0,420,1,20,11,10,10,10,11,10,2,20,7,440,2,15,7,195,0,300"
"0,240,5,10,7,50,5,120,7,45,2,10,7,120,5,60,5,30,7,60,5,20,2,15,7,30,5,90,7,180,1,30,7,45,0,285"
"1,60,0,150,0,390,3,60,3,150,3,60,8,60,2,30,4,360,7,120"
"0,180,11,15,10,5,11,15,2,15,7,205,11,1,7,224,11,1,5,59,6,2,5,58,2,15,7,135,1,30,4,2,0,478"
"0,210,5,20,7,70,6,30,5,30,5,10,5,50,2,60,6,30,8,30,6,15,8,20,8,20,1,35,6,90,6,30,11,2,7,120,11,2,5,2,6,24,2,60,6,10,6,10,4,20,0,440"
"0,180,5,120,7,120,5,25,2,60,10,60,0,20,7,195,5,45,2,45,6,75,7,45,6,30,0,420"
"0,60,1,10,5,30,5,30,1,30,5,10,5,60,7,60,7,120,11,30,10,60,11,20,2,20,11,30,7,60,11,20,7,60,11,20,5,30,2,20,5,30,11,35,5,30,11,30,10,30,11,30,5,20,7,35,0,420"
"7,240,2,10,1,20,11,5,6,1,11,8,6,286,11,8,6,1,11,10,10,60,11,10,5,10,5,20,2,5,10,10,5,10,10,10,10,30,7,60,9,60,7,60,10,20,10,45,10,30,7,171,1,2,7,88,0,150"
"0,240,5,60,9,120,5,60,2,20,5,120,5,10,5,30,5,10,5,15,5,30,2,10,1,15,5,10,9,30,5,30,7,90,7,35,4,145,0,360"
"0,240,5,30,2,30,5,360,7,420,0,360"
"0,188,1,25,2,20,7,127,11,25,6,30,1,5,9,60,11,20,10,20,11,10,1,10,5,20,2,15,7,115,10,60,7,34,10,30,7,11,0,60,5,2,5,10,5,10,7,173,9,25,5,1,0,304,1,5,0,25"
"0,120,5,5,5,5,1,60,9,30,5,22,2,23,1,50,5,45,11,5,10,15,11,2,10,153,11,5,5,22,2,23,7,75,5,20,5,30,5,60,7,25,2,60,5,15,7,180,1,3,1,30,7,30,0,327"
"0,270,5,2,5,10,2,10,6,8,5,1,7,60,5,45,2,30,1,30,10,60,1,5,6,15,8,54,2,45,8,81,7,114,2,45,5,75,5,10,7,30,7,80,0,240,0,30,0,90"
"0,360,2,60,7,90,0,120,2,30,7,180,11,20,10,5,11,20,7,65,11,15,2,85,5,25,10,5,11,15,5,20,10,120,7,55,0,150"
"0,75,5,10,7,10,5,10,8,30,8,15,1,60,5,10,11,10,4,250,11,10,5,5,5,10,2,20,11,10,4,245,11,10,10,20,11,8,5,20,1,10,8,35,8,10,5,20,2,15,7,120,1,30,7,30,0,332"
"0,270,7,60,2,30,5,60,6,45,5,60,5,60,5,15,5,120,5,30,5,60,5,60,5,30,2,45,5,15,1,45,7,135,0,300"
"0,240,5,30,6,180,5,60,2,30,7,150,11,15,10,210,11,15,5,30,2,30,5,30,0,420"
"0,255,5,3,2,60,7,60,1,30,5,120,5,45,7,45,5,25,7,30,5,30,7,60,5,35,7,60,2,30,7,192,0,360"
"0,270,5,360,4,30,11,10,6,15,11,10,8,90,11,15,10,60,11,5,5,90,2,30,11,10,6,30,11,10,4,30,0,375"
"0,150,5,15,2,10,6,5,6,20,7,30,6,60,6,60,6,30,10,70,5,15,2,15,6,30,6,60,5,60,8,60,7,60,5,30,2,30,6,30,6,60,6,60,6,15,10,45,5,15,7,15,1,30,0,360"
"0,180,1,3,0,120,1,5,7,120,5,20,2,30,5,20,1,2,7,160,5,20,2,15,7,115,7,45,7,90,7,120,1,5,7,70,1,20,1,5,5,10,0,265"
"0,90,5,20,1,30,11,25,4,315,2,30,4,270,11,1,10,5,11,25,5,10,5,5,2,30,4,40,5,20,5,30,5,40,1,10,7,40,0,404"
"7,60,0,360,10,15,5,15,2,30,7,300,5,60,2,60,5,30,7,330,7,60,0,120"
"0,43,5,5,7,312,2,15,7,225,2,15,5,30,5,5,5,20,7,230,2,15,5,15,7,150,0,40,5,3,0,317"
"0,270,2,30,5,120,7,60,2,30,1,60,7,120,7,60,5,60,5,60,2,30,7,150,1,30,0,360"
"0,300,1,30,1,10,2,15,7,240,5,5,2,20,7,60,4,20,7,200,2,60,7,120,10,120,0,240"
"0,60,1,45,5,20,2,30,5,90,7,145,5,60,7,30,7,120,5,60,7,90,5,30,2,30,1,25,11,10,9,85,11,10,7,80,1,20,7,40,0,360"
"0,210,1,20,5,7,2,10,1,10,11,10,8,60,8,15,11,10,5,20,5,60,7,90,5,10,2,15,0,90,7,120,1,60,2,15,7,278,1,10,0,320"
"1,30,1,30,11,35,4,685,11,35,1,30,2,25,6,120,1,5,0,445"
"0,240,3,150,2,60,1,30,5,30,11,25,7,30,8,40,7,115,11,25,5,60,7,95,8,20,5,20,2,25,3,85,7,90,1,10,0,290"
"0,300,2,120,11,4,10,15,11,4,5,180,7,60,2,30,10,90,7,120,0,517"
"4,60,7,15,4,105,11,30,10,40,11,15,10,5,2,30,11,60,10,180,11,60,6,20,10,20,11,5,7,3,11,12,0,360,1,5,11,10,4,45,4,180,7,15,4,45,2,60,4,60"
"0,120,5,30,2,20,5,40,5,390,2,10,5,320,2,10,5,90,5,20,2,30,1,30,0,110,5,3,2,7,7,60,0,15,0,135"
"0,180,1,45,5,10,4,245,5,15,2,30,7,60,11,15,10,60,11,15,5,30,7,90,5,60,5,45,2,30,7,120,7,90,1,15,0,285"
"5,5,1,90,2,7,1,15,5,10,7,20,5,12,7,15,5,6,5,3,5,7,1,3,5,3,7,74,11,18,10,7,11,11,4,54,2,15,4,510,1,12,11,4,10,6,10,5,11,4,5,2,5,6,1,3,7,10,5,20,2,25,1,4,7,129,10,12,7,13,0,224,5,2,0,74"
"0,180,7,90,1,30,11,40,10,1,11,4,2,30,11,20,4,120,6,90,7,120,8,45,8,45,5,10,1,30,5,20,2,20,6,45,7,50,0,60,6,1,0,389"
"0,240,7,45,1,10,11,5,10,20,11,5,2,20,7,5,5,2,7,68,5,1,7,239,5,5,2,10,7,105,5,20,7,220,1,10,7,45,0,365"
"0,210,1,45,2,45,11,30,9,150,6,120,11,30,5,30,5,5,5,20,8,30,7,155,2,30,9,45,5,15,7,60,9,30,0,180,0,45,0,165"
"0,210,5,15,2,30,7,105,11,20,8,60,11,15,6,5,11,10,7,10,11,10,5,30,8,90,5,10,1,60,7,30,5,10,11,15,10,30,11,5,10,5,11,15,5,10,2,15,5,30,7,60,5,10,7,105,6,15,0,405"
"0,180,1,30,2,30,4,150,4,120,4,150,4,90,8,90,7,30,10,5,11,10,10,5,11,10,2,30,7,150,0,360"
"0,240,5,180,5,180,7,480,0,360"
"0,240,5,15,2,10,1,20,7,135,3,60,2,45,3,60,7,120,5,120,2,30,3,30,6,45,6,60,6,30,7,90,1,30,0,300"
"0,60,8,30,7,90,5,30,11,10,10,40,11,10,5,30,5,30,5,120,7,360,6,60,2,30,2,30,7,90,6,15,6,20,0,385"
"0,180,1,30,2,30,11,20,8,75,11,15,10,15,11,5,7,140,5,90,1,45,11,35,6,250,2,130,11,20,1,45,0,315"
"0,60,2,60,1,35,8,60,7,60,7,120,5,30,5,10,7,120,7,180,11,45,2,95,11,45,1,10,7,150,7,60,0,300"
"0,240,6,15,1,15,6,90,2,5,6,20,6,2,5,20,7,45,5,1,5,60,6,45,7,20,6,40,6,10,5,5,4,110,6,3,5,2,6,120,6,20,7,20,6,30,6,60,6,5,5,15,5,30,7,60,0,332"
"0,240,7,240,0,120,7,390,0,120,0,120,1,30,0,150,1,30"
"0,180,6,180,11,5,2,60,11,145,5,5,5,30,5,20,7,50,0,45,7,30,10,30,5,30,2,30,7,90,1,45,7,105,0,360"
"0,270,5,30,2,30,7,180,0,120,7,120,5,45,7,60,5,75,0,510"
"0,120,8,1,5,15,5,1,1,15,6,180,6,148,2,15,5,120,5,30,5,30,6,60,2,5,7,90,9,30,9,145,10,45,7,15,6,105,7,30,0,90,1,5,0,130,1,15"
"0,480,1,60,11,20,10,30,11,20,5,10,5,45,2,20,11,45,4,350,11,45,7,135,0,180"
"0,270,1,30,11,5,9,60,9,60,9,60,11,5,2,60,0,200,7,30,1,20,11,5,9,30,9,95,11,5,2,40,7,60,7,165,0,240"
"0,240,5,30,1,30,5,75,11,15,10,75,11,5,10,2,11,10,10,20,11,10,5,15,2,15,7,118,11,20,6,5,11,20,5,60,11,5,10,15,11,5,7,50,5,60,2,30,7,150,0,360"
"7,60,1,2,7,58,6,10,7,20,5,30,5,3,2,20,5,20,1,30,5,30,7,35,7,162,5,25,6,2,5,25,5,68,1,1,5,30,7,89,7,60,7,60,6,2,5,10,5,3,7,40,7,95,7,25,5,2,6,1,5,5,2,20,1,2,6,1,7,34,0,360"
"0,60,3,300,7,60,3,240,7,60,7,120,3,180,0,420"
"0,270,2,45,5,60,5,105,2,30,11,20,6,15,7,205,11,30,5,30,7,30,5,25,2,25,5,20,5,5,7,30,1,30,7,60,0,405"
"0,420,7,120,2,10,7,290,2,10,7,290,0,300"
"0,120,5,30,5,390,5,360,5,60,2,15,7,75,0,390"
"0,150,1,60,5,30,2,30,6,150,5,30,2,30,6,120,5,30,6,30,5,60,2,30,11,20,6,10,11,10,10,15,11,1,10,34,11,2,10,68,11,7,7,35,10,8,6,2,11,20,7,38,5,30,7,60,1,30,0,300"
"0,90,5,5,5,10,5,3,7,40,5,5,7,25,5,10,7,30,5,20,7,25,5,15,5,10,2,10,10,30,1,30,10,20,5,20,7,52,5,5,2,15,5,10,11,25,10,45,11,20,7,15,10,30,7,165,7,60,2,30,7,135,1,30,7,15,0,390"
"0,240,5,20,7,60,2,30,7,10,11,120,10,15,10,15,2,60,11,150,1,30,6,30,11,90,6,30,2,45,7,135,0,330,1,5,0,25"
"0,210,5,15,5,1,2,5,8,45,5,35,2,30,5,45,5,15,5,30,5,20,5,15,1,30,11,40,7,20,2,60,7,60,2,30,7,29,11,45,5,15,5,15,7,20,7,60,2,15,6,30,7,120,1,55,0,330"
"0,480,10,5,11,15,10,10,11,20,2,30,7,210,8,15,2,45,11,5,10,10,11,20,10,30,11,5,7,180,1,30,7,60,0,270"
"0,240,6,120,11,20,6,2,11,40,11,5,11,30,10,15,10,5,11,15,6,40,6,5,2,60,6,240,11,15,7,120,11,15,0,10,5,30,2,35,5,60,0,318"
"0,300,1,60,11,5,10,60,11,5,7,110,11,15,7,285,11,15,7,195,1,30,0,360"
"0,300,5,30,2,15,6,120,5,120,11,5,6,150,11,5,5,90,7,90,2,25,6,10,6,5,0,445,5,30"
"0,180,5,5,5,2,5,1,2,60,7,60,1,60,5,30,7,60,10,60,5,10,7,121,11,5,5,5,10,2,11,2,5,30,2,30,5,30,7,267,0,420"
"0,300,5,30,5,60,5,180,7,120,5,120,5,60,7,450,0,120"
"0,240,2,10,11,10,6,30,11,5,6,20,11,10,6,5,11,10,5,120,8,60,2,15,10,60,5,30,7,60,1,60,11,10,5,60,2,30,7,180,0,415"
"0,300,11,1,5,10,2,49,11,1,7,120,5,90,5,120,11,10,10,5,11,10,1,45,11,30,10,10,2,120,11,30,7,129,0,360"
"0,180,5,10,7,230,5,5,5,20,5,10,11,4,7,45,11,4,7,5,7,60,11,15,10,90,11,15,5,60,5,20,2,10,7,177,2,2,7,148,7,60,0,270"
"0,60,8,60,5,30,2,30,6,90,5,30,11,10,6,30,11,20,10,30,11,15,5,45,5,100,5,35,6,15,0,60,5,30,5,45,6,25,5,90,5,30,7,80,5,10,7,110,0,360"
"0,120,7,30,2,15,7,60,5,15,10,30,11,15,8,30,8,45,1,5,11,10,10,5,11,10,5,10,2,30,11,10,10,10,11,10,5,60,7,90,11,45,6,5,11,15,8,90,11,15,10,15,11,10,6,5,11,45,7,90,7,135,0,360"
"0,180,8,60,2,20,5,360,10,250,5,30,2,30,7,60,7,270,0,180"
"0,270,5,30,2,5,1,45,0,60,5,10,2,10,6,45,5,15,2,20,10,60,11,80,10,20,11,5,7,225,6,20,11,80,10,45,7,155,0,240"
"0,105,5,10,5,60,5,60,6,10,6,250,2,30,5,5,5,60,6,120,5,120,2,30,5,40,1,10,7,120,0,410"
"0,210,5,30,5,2,2,20,10,120,6,300,10,120,7,38,5,10,2,20,10,60,7,60,7,90,0,360"
"0,195,1,60,11,10,10,15,11,5,4,75,7,15,4,135,11,5,10,5,2,80,11,5,6,1,11,15,5,69,1,15,11,15,6,20,6,1,11,20,11,15,8,64,8,165,11,10,11,20,11,15,1,15,0,375"
"0,300,1,60,2,60,7,150,1,35,7,175,2,35,7,265,7,60,0,300"
"0,60,1,30,7,20,2,60,10,40,6,2,6,118,11,20,6,60,11,20,5,10,11,2,5,398,11,2,5,2,2,10,7,286,5,5,1,45,0,60,0,190"
"0,240,4,10,5,60,1,60,4,120,2,30,11,10,4,210,11,10,4,15,5,90,2,45,4,30,4,20,5,90,4,90,0,310"
"7,180,0,360,1,60,2,30,7,390,2,45,7,195,0,180"
"0,120,6,120,11,4,6,10,11,4,4,222,5,5,4,265,2,60,6,120,6,15,6,30,0,465"
"0,240,2,60,6,90,5,60,5,20,2,40,5,300,5,60,5,60,7,150,0,60,0,300"
"1,120,1,2,1,1,1,357,2,150,0,180,1,1,0,629"
"0,300,5,3,1,6,5,5,1,3,5,1,5,1,5,9,5,2,8,60,7,60,11,7,10,75,11,8,2,60,11,7,11,2,11,20,10,30,11,20,7,71,5,5,7,60,5,2,5,10,7,40,5,20,2,60,5,15,7,120,1,15,7,30,0,313"
"0,60,1,45,5,30,2,30,5,120,7,60,5,20,5,20,1,35,11,15,7,105,2,60,11,45,6,180,10,15,11,45,2,30,1,45,10,60,0,420"
"0,120,5,10,2,30,5,10,6,120,6,20,9,110,5,20,2,40,6,5,5,15,6,100,11,20,7,130,11,20,9,20,2,40,11,10,9,105,11,10,6,10,7,30,7,30,1,20,0,395"
"0,240,2,30,7,60,10,30,8,30,8,45,1,60,5,165,2,30,5,90,7,180,2,30,7,120,0,330"
"0,140,2,10,1,20,11,5,4,185,2,15,4,225,7,15,4,15,11,15,5,20,8,60,2,20,7,60,7,155,1,60,0,45,0,375"
"0,420,2,30,6,90,7,150,0,90,11,15,7,45,2,20,7,280,0,300"
"0,180,5,3,1,12,5,5,11,5,5,5,11,2,4,358,11,2,2,23,1,5,11,2,4,268,11,2,5,5,2,15,1,30,7,158,0,360"
"0,120,2,60,7,600,2,30,7,210,0,420"
"0,240,1,10,6,60,6,240,2,40,6,10,7,40,5,40,2,30,5,30,7,160,6,60,7,300,0,180"
"0,450,5,10,9,60,7,40,2,45,7,60,11,10,10,10,11,30,10,10,7,90,11,10,3,180,11,7,10,10,11,3,5,20,7,215,0,180"
"0,180,5,60,1,10,6,10,5,20,5,50,6,180,5,10,2,50,6,120,10,60,5,45,2,45,6,30,6,20,6,10,6,30,7,45,0,465"
"2,10,5,20,4,165,7,15,4,105,0,300,7,105,4,60,5,30,2,20,7,90,0,175,5,25,4,155,5,15,4,150"
"0,240,5,120,5,40,2,30,11,30,6,2,11,30,7,378,2,60,7,180,0,330"
"0,240,5,45,1,60,5,30,1,45,11,30,10,90,11,20,7,90,11,30,5,60,2,30,5,60,5,120,5,30,1,70,0,390"
"0,480,6,30,6,120,6,10,6,15,6,240,6,120,6,30,6,20,0,375"
"0,240,3,285,2,30,3,105,11,8,8,90,11,15,5,20,1,67,2,30,1,61,7,105,0,384"
"0,180,2,20,7,60,5,35,7,120,0,120,2,20,7,90,1,120,7,255,7,60,0,360"
"0,180,1,55,3,108,2,30,7,107,3,60,3,60,3,60,3,90,8,60,2,30,7,60,11,30,10,15,11,15,7,90,3,150,7,60,0,180"
"0,330,5,7,2,30,10,30,7,180,7,60,5,10,2,30,11,40,7,120,7,60,10,20,6,20,11,40,7,60,2,30,1,20,7,60,0,293"
"0,60,2,15,7,15,11,20,4,10,4,270,2,30,4,210,11,20,1,15,0,180,10,5,7,35,2,35,7,70,0,450"
"0,240,1,45,11,15,4,450,11,10,7,60,2,60,7,20,7,60,7,60,1,60,7,30,0,330"
"0,120,1,60,11,15,4,285,11,5,10,15,11,5,2,20,4,285,11,30,11,10,5,10,5,10,5,10,5,20,5,10,11,20,6,10,11,1,1,30,10,120,7,60,0,289"
"0,360,7,240,8,60,2,10,7,290,7,60,0,420"
"0,120,1,45,11,30,4,370,11,30,0,245,5,15,5,15,5,45,7,225,0,300"
